⚽世界杯,#genre#
スターチャンネル1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs08&isp=5
スターチャンネル2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs27&isp=5
スターチャンネル3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs28&isp=5
ホームドラマ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs05&isp=5
時代劇,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs04&isp=5
ファミリー劇場,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs20&isp=5
宝塚歌劇,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs28&isp=5
歌謡ポップス,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs13&isp=5
GAORA,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs17&isp=5
MTV,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs18&isp=5
ミュージックジャパン,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs06&isp=5
LaLa,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs19&isp=5
スペースシャワー,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs26&isp=5
JSports1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs18&isp=5
JSports2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs19&isp=5
JSports3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs21&isp=5
JSports4,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs22&isp=5
ゴルフネットワーク,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs03&isp=5
BS釣りビジョン,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs25&isp=5
銀河,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs29&isp=5
日テレG+,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs02&isp=5
TBSNEWS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs11&isp=5
フジテレビNEXT,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs26&isp=5

ぴあ落語ざんまい,https://livetv.fastv.jp/channel_assembly/69608EE9725E0F73BF30/master.m3u8#https://livetv.fastv.jp/channel_assembly/69608EE9725E0F73BF30/master.m3u8
刺激ストロング,https://cdn-apne1.tsv2.amagi.tv/linear/amg01287-rakutentvjapan-shigekicmaf-rakutenjp/playlist.m3u8

NHKBSP⁴ᵏ,https://tsb-mega.i9.ee/stream/nhkbsp4k_hevc

NHKG,https://nhk4.mov3.co/hls/nhk.m3u8
日本テレビ,https://ntv4.mov3.co/hls/ntv.m3u8
TBS,https://tbs5.mov3.co/hls/tbs.m3u8
フジテレビ,https://fujitv4.mov3.co/hls/fujitv.m3u8


🇺🇸美国#genre#
🇩🇪德国#genre#
🇬🇧英国#genre#

🇨🇳大内宣,#genre#
环球时报,http://cfss.cc/cdn/dy/HuanQiuShiBao.flv

CCTV1,http://107.150.60.122/live/cctv1.m3u8
CCTV2,http://107.150.60.122/live/cctv2.m3u8
CCTV3,http://107.150.60.122/live/cctv3.m3u8
CCTV4,http://107.150.60.122/live/cctv4.m3u8
CCTV5,http://107.150.60.122/live/cctv5.m3u8
CCTV5+,http://107.150.60.122/live/cctv5p.m3u8
CCTV6,http://107.150.60.122/live/cctv6.m3u8
CCTV7,http://107.150.60.122/live/cctv7.m3u8
CCTV8,http://107.150.60.122/live/cctv8.m3u8
CCTV9,http://107.150.60.122/live/cctv9.m3u8
CCTV10,http://107.150.60.122/live/cctv10.m3u8
CCTV11,http://107.150.60.122/live/cctv11.m3u8
CCTV12,http://107.150.60.122/live/cctv12.m3u8
CCTV13,http://107.150.60.122/live/cctv13.m3u8
CCTV14,http://107.150.60.122/live/cctv14.m3u8
CCTV15,http://107.150.60.122/live/cctv15.m3u8
CCTV16,http://107.150.60.122/live/cctv16.m3u8
CCTV17,http://107.150.60.122/live/cctv17.m3u8
安徽卫视,http://107.150.60.122/live/ahws.m3u8
北京卫视,http://107.150.60.122/live/bjws.m3u8
兵团卫视,http://107.150.60.122/live/btws.m3u8
重庆卫视,http://107.150.60.122/live/cqws.m3u8
东方卫视,http://107.150.60.122/live/dfws.m3u8
东南卫视,http://107.150.60.122/live/dnws.m3u8
广东卫视,http://107.150.60.122/live/gdws.m3u8
甘肃卫视,http://107.150.60.122/live/gsws.m3u8
广西卫视,http://107.150.60.122/live/gxws.m3u8
贵州卫视,http://107.150.60.122/live/gzws.m3u8
河南卫视,http://107.150.60.122/live/haws.m3u8
湖北卫视,http://107.150.60.122/live/hbws.m3u8
河北卫视,http://107.150.60.122/live/hews.m3u8
黑龙江卫视,http://107.150.60.122/live/hljws.m3u8
湖南卫视,http://107.150.60.122/live/hnws.m3u8
吉林卫视,http://107.150.60.122/live/jlws.m3u8
江苏卫视,http://107.150.60.122/live/jsws.m3u8
江西卫视,http://107.150.60.122/live/jxws.m3u8
辽宁卫视,http://107.150.60.122/live/lnws.m3u8
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
内蒙古卫视,http://107.150.60.122/live/nmgws.m3u8
宁夏卫视,http://107.150.60.122/live/nxws.m3u8
青海卫视,http://107.150.60.122/live/qhws.m3u8
四川卫视,http://107.150.60.122/live/scws.m3u8
山东卫视,http://107.150.60.122/live/sdws.m3u8
陕西卫视,http://107.150.60.122/live/snws.m3u8
山西卫视,http://107.150.60.122/live/sxws.m3u8
天津卫视,http://107.150.60.122/live/tjws.m3u8
新疆卫视,http://107.150.60.122/live/xjws.m3u8
云南卫视,http://107.150.60.122/live/ynws.m3u8
浙江卫视,http://107.150.60.122/live/zjws.m3u8

CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
CCTV2,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv2hd
CCTV3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv3hd
CCTV4,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv4hd
CCTV6,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv6hd
CCTV7,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv7hd
CCTV8,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv8hd
CCTV9,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd
CCTV10,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv10hd
CCTV11,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv11hd
CCTV12,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv12hd
CCTV13,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd
CCTV14,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd
CCTV15,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd
CCTV16,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv16hd
CCTV17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
湖南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hnwshd
东方卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dfwshd
浙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zjwshd
江苏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jswshd
湖北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hbwshd
甘肃卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gswshd
吉林卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jlwshd
云南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ynwshd
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd
深圳卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=szwshd
宁夏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss

CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV2,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV4,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV6,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV7,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV8,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV9,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV10,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV11,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV12,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV15,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV17,http://74.91.26.218:82/live/cctv17hd.m3u8
东方卫视,http://74.91.26.218:82/live/dfwshd.m3u8
南方卫视,http://74.91.26.218:82/live/nfws.m3u8
广东卫视,http://74.91.26.218:82/live/gdwshd.m3u8
浙江卫视,http://74.91.26.218:82/live/zjwshd.m3u8
深圳卫视,http://74.91.26.218:82/live/szwshd.m3u8
湖南卫视,http://74.91.26.218:82/live/hnwshd.m3u8

CCTV1,http://113.26.251.182:8009/hls/1/index.m3u8
CCTV2,http://113.26.251.182:8009/hls/2/index.m3u8
CCTV3,http://113.26.251.182:8009/hls/3/index.m3u8
CCTV4,http://113.26.251.182:8009/hls/4/index.m3u8
CCTV5,http://113.26.251.182:8009/hls/5/index.m3u8
CCTV5+,http://113.26.251.182:8009/hls/18/index.m3u8
CCTV6,http://113.26.251.182:8009/hls/6/index.m3u8
CCTV7,http://113.26.251.182:8009/hls/7/index.m3u8
CCTV8,http://113.26.251.182:8009/hls/8/index.m3u8
CCTV9,http://113.26.251.182:8009/hls/9/index.m3u8
CCTV10,http://113.26.251.182:8009/hls/10/index.m3u8
CCTV11,http://113.26.251.182:8009/hls/11/index.m3u8
CCTV12,http://113.26.251.182:8009/hls/12/index.m3u8
CCTV13,http://113.26.251.182:8009/hls/13/index.m3u8
CCTV14,http://113.26.251.182:8009/hls/14/index.m3u8
CCTV15,http://113.26.251.182:8009/hls/15/index.m3u8
CCTV17,http://113.26.251.182:8009/hls/17/index.m3u8
东南卫视,http://113.26.251.182:8009/hls/57/index.m3u8
东方卫视,http://113.26.251.182:8009/hls/29/index.m3u8
云南卫视,http://113.26.251.182:8009/hls/33/index.m3u8
优漫卡通,http://113.26.251.182:8009/hls/60/index.m3u8
内蒙卫视,http://113.26.251.182:8009/hls/47/index.m3u8
北京卫视,http://113.26.251.182:8009/hls/30/index.m3u8
卡酷少儿,http://113.26.251.182:8009/hls/61/index.m3u8
吉林卫视,http://113.26.251.182:8009/hls/46/index.m3u8
四川卫视,http://113.26.251.182:8009/hls/38/index.m3u8
天津卫视,http://113.26.251.182:8009/hls/40/index.m3u8
宁夏卫视,http://113.26.251.182:8009/hls/52/index.m3u8
安徽卫视,http://113.26.251.182:8009/hls/50/index.m3u8
山东卫视,http://113.26.251.182:8009/hls/41/index.m3u8
山西卫视,http://113.26.251.182:8009/hls/19/index.m3u8
广东卫视,http://113.26.251.182:8009/hls/48/index.m3u8
广西卫视,http://113.26.251.182:8009/hls/36/index.m3u8
教育卫视,http://113.26.251.182:8009/hls/65/index.m3u8
新疆卫视,http://113.26.251.182:8009/hls/55/index.m3u8
江苏卫视,http://113.26.251.182:8009/hls/34/index.m3u8
江西卫视,http://113.26.251.182:8009/hls/49/index.m3u8
河北卫视,http://113.26.251.182:8009/hls/45/index.m3u8
浙江卫视,http://113.26.251.182:8009/hls/35/index.m3u8
深圳卫视,http://113.26.251.182:8009/hls/42/index.m3u8
湖北卫视,http://113.26.251.182:8009/hls/39/index.m3u8
湖南卫视,http://113.26.251.182:8009/hls/31/index.m3u8
甘肃卫视,http://113.26.251.182:8009/hls/51/index.m3u8
西藏卫视,http://113.26.251.182:8009/hls/54/index.m3u8
贵州卫视,http://113.26.251.182:8009/hls/37/index.m3u8
辽宁卫视,http://113.26.251.182:8009/hls/43/index.m3u8
重庆卫视,http://113.26.251.182:8009/hls/32/index.m3u8
青海卫视,http://113.26.251.182:8009/hls/53/index.m3u8
龙江卫视,http://113.26.251.182:8009/hls/44/index.m3u8

浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
湖南卫视⁴ᵏ,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视⁴ᵏ,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
浙江卫视⁴ᵏ,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
东方卫视⁴ᵏ,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8

🇲🇰测试_66,#genre#
潘朵啦玩美,http://jp.gxdx.org/cache/streamtool_hls/20260618203742-406fbf58/index.m3u8
惊艳电影,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/85.ts
潘朵啦玩美,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts
惊艳电影,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/87.ts
松视1,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松视2,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
松视3,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/90.ts
香蕉,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/117.ts

セクシー,http://haru.charandom.blog/stream/jp/pigoo_nsfw/stream-output.m3u8?mode=hls#https://cdn-apne1.tsv2.amagi.tv/linear/amg01287-rakutentvjapan-movie2cmaf-rakutenjp/playlist.m3u8#https://tv123.cc.cd/live.php?ch=1747&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=af89b9726dacff0eee6f05fd46c9ebb8de23426bb2d31e9caada05d2f32b349b#https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01287-rakutentvjapan-rvariety-cmaf-rakutenjp/playlist.m3u8#https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01287-rakutentvjapan-rvariety-cmaf-rakutenjp/playlist.m3u8#https://cdn-apne1.tsv2.amagi.tv/linear/amg01287-rakutentvjapan-shigekicmaf-rakutenjp/playlist.m3u8
JAPAN,http://tr.zengi34.xyz:8080/UEJLSW1qN0MwYk0rcU43MFA2bVM2YUM3QmU2Ym1RaEUxNzVHNXZIV25Tek9jZDVoMUJnaDNGWUNaZzU0U1J3VA#http://hardcoremedia.xyz:80/6jTFRmvaSp/7534936344/248607#http://hardcoremedia.xyz:80/6jTFRmvaSp/7534936344/248608
PLAYBOY,http://tr.zengi34.xyz:8080/UEJLSW1qN0MwYk0rcU43MFA2bVM2ZHdudU5wN042SDBGdEZOZ1k0VTM3cVo4VlJZMW5iRnMxK0c2L2M2eEpPMA
PLAYBOY,http://190.11.225.124:5000/live/playboy_hd/playlist.m3u8
PLAYBOY,http://hardcoremedia.xyz:80/6jTFRmvaSp/7534936344/248692
PLAYBOY,http://31.148.48.15/Playboy_TV/playlist.m3u8
